Concentration(uM)	Concentration(uM)	UpstrokeVelocity(mV/ms)	PeakVm(mV)	APD50(ms)	APD90(ms)	delta_APD90(%)
0	227.582	41.9181	236.936	289.807	0
0.001	227.581	41.9176	237.273	290.239	0.148997
0.57	227.831	41.3787	349.485	440.826	52.1101
1.14	228.527	40.8453	402.217	514.336	77.4753
1.71	229.231	40.472	434.002	558.704	92.7848
2.28	229.918	40.2146	454.893	587.874	102.85
5.7	233.692	39.5127	500.863	653.597	125.528
