Concentration(uM)	Concentration(uM)	UpstrokeVelocity(mV/ms)	PeakVm(mV)	APD50(ms)	APD90(ms)	delta_APD90(%)
0	227.582	41.9181	236.936	289.807	0
0.001	227.584	41.9182	236.938	289.809	0.000736579
1.937	227.586	41.9856	240.113	293.953	1.43051
3.874	227.594	42.0512	243.191	297.985	2.82181
5.811	227.6	42.115	246.173	301.909	4.17587
7.748	227.601	42.1772	249.067	305.731	5.49467
19.37	227.646	42.5179	264.801	326.788	12.7607
