Concentration(uM)	Concentration(uM)	UpstrokeVelocity(mV/ms)	PeakVm(mV)	APD50(ms)	APD90(ms)	delta_APD90(%)
0	227.582	41.9181	236.936	289.807	0
0.001	227.583	41.9181	236.938	289.809	0.000730902
4.111	227.563	41.9314	244.024	298.522	3.00735
8.222	227.542	41.944	250.838	306.929	5.90804
12.333	227.523	41.956	257.403	315.053	8.71118
16.444	227.507	41.9673	263.74	322.916	11.4246
41.11	227.438	42.0224	297.85	365.624	26.1612
