Concentration(uM)	Concentration(uM)	UpstrokeVelocity(mV/ms)	PeakVm(mV)	APD50(ms)	APD90(ms)	delta_APD90(%)
0	227.582	41.9181	236.936	289.807	0
0.001	222.97	41.931	236.928	289.811	0.00133934
3.9567	218.643	40.966	316.249	391.626	35.1335
7.9134	196.764	40.9038	367.799	460.329	58.84
11.8701	166.312	40.7177	407.94	513.664	77.2434
15.8268	159.223	40.4745	441.738	557.837	92.4857
39.567	89.3614	38.8934	584.935	732.511	152.758
