Concentration(uM)	Concentration(uM)	UpstrokeVelocity(mV/ms)	PeakVm(mV)	APD50(ms)	APD90(ms)	delta_APD90(%)
0	227.582	41.9181	236.936	289.807	0
0.001	227.581	41.9181	236.961	289.838	0.0108239
1.22	227.405	41.8673	265.179	325.68	12.3784
2.44	227.276	41.8036	289.949	357.376	23.3153
3.66	227.185	41.7317	312.318	386.074	33.2177
4.88	227.113	41.655	332.911	412.478	42.3284
12.2	226.919	41.2019	434.254	540.52	86.5103
