Concentration(uM)	Concentration(uM)	UpstrokeVelocity(mV/ms)	PeakVm(mV)	APD50(ms)	APD90(ms)	delta_APD90(%)
0	227.582	41.9181	236.936	289.807	0
0.001	227.579	41.9182	236.956	289.833	0.00914985
0.66	224.37	41.9749	249.391	306.719	5.83563
1.32	222.571	42.0257	260.683	322.44	11.2603
1.98	225.041	42.0713	270.994	337.156	16.3382
2.64	227.231	42.1123	280.469	351.016	21.1206
6.6	236.354	42.2917	325.025	421.621	45.4834
