Concentration(uM)	Concentration_Drug_1(uM)	Concentration_Drug_2(uM)	UpstrokeVelocity(mV/ms)	PeakVm(mV)	APD50(ms)	APD90(ms)	dAp95%low   dAp90%low   dAp80%low   dAp70%low   dAp60%low   median_delta_APD90   dAp60%upp   dAp70%upp   dAp80%upp   dAp90%upp   dAp95%upp
0	227.582	41.9181	236.936	289.807	0   0   0   0   0   0   0   0   0   0   0
0.001	227.582	41.9181	236.964	289.842	0.00404056   0.00517837   0.00642689   0.00742675   0.00831426   0.0120058   0.0187075   0.021217   0.0240379   0.0293525   0.0353117
0.00177828	227.582	41.9181	236.985	289.869	0.00774652   0.00940416   0.0116891   0.0133678   0.0149299   0.0214364   0.0333185   0.0377811   0.0426798   0.0522519   0.062851
0.00316228	227.581	41.9182	237.023	289.918	0.0138383   0.0167462   0.0208369   0.0237856   0.0265964   0.0381655   0.0593149   0.0672799   0.0761794   0.0929868   0.111781
0.00562341	227.582	41.9182	237.091	290.004	0.0246698   0.0297871   0.0371103   0.0422876   0.0473664   0.0679195   0.105499   0.119587   0.135442   0.165345   0.19871
0.01	227.581	41.9183	237.213	290.157	0.0439527   0.0529697   0.0657486   0.0751985   0.0842437   0.120836   0.187458   0.212617   0.240757   0.293923   0.353012
0.0177828	227.581	41.9185	237.428	290.429	0.0781953   0.0942209   0.11757   0.133691   0.149763   0.214817   0.333213   0.377765   0.427641   0.522186   0.626565
0.0316228	227.576	41.9188	237.809	290.913	0.139136   0.167486   0.209172   0.237642   0.266202   0.381751   0.592078   0.670669   0.758866   0.926994   1.11035
0.0562341	227.574	41.9193	238.487	291.772	0.247554   0.298091   0.372231   0.422361   0.472978   0.677967   1.05139   1.18912   1.34543   1.64328   1.96239
0.1	227.567	41.9201	239.686	293.292	0.440555   0.530168   0.662617   0.749505   0.839715   1.20265   1.86506   2.09886   2.38115   2.90598   3.45214
0.177828	227.554	41.9216	241.801	295.978	0.784242   0.945493   1.17529   1.33214   1.48984   2.12937   3.29538   3.69236   4.18852   5.11792   6.0252
0.316228	227.534	41.9241	245.514	300.698	1.39712   1.69583   2.08711   2.36989   2.64241   3.75788   5.7851   6.44538   7.31023   8.94114   10.381
0.562341	227.496	41.9282	251.967	308.922	2.49208   3.00054   3.69181   4.188   4.68055   6.59575   10.026   11.1602   12.5791   15.214   17.5517
1	227.439	41.9334	263.017	323.063	4.3858   5.30664   6.51947   7.38438   8.21049   11.4753   17.1992   19.02   21.3601   25.5201   28.9309
1.77828	222.537	41.9517	281.499	346.878	7.84908   9.40095   11.5009   12.9895   14.3711   19.6928   29.0163   31.5134   35.4389   41.5966   46.2859
3.16228	227.249	41.9339	311.752	386.088	13.9879   16.3342   19.9189   22.3759   24.4766   33.2226   47.5888   50.8286   57.158   66.0906   72.7203
5.62341	227.15	41.9001	359.765	448.682	24.5926   28.3532   34.0527   38.2866   41.3074   54.821   75.9946   81.0236   89.8518   101.375   113.281
10	227.129	41.9313	434.417	545.925	42.3211   48.3903   57.378   63.231   67.5799   88.3754   117.952   126.646   138.058   160.945   179.68
17.7828	227.219	41.8833	550.471	693.285	66.7964   78.9238   92.4757   100.897   107.561   139.223   183.198   198.885   219.486   427.531   794.999
31.6228	227.368	41.4146	742.523	919.433	108.339   122.768   140.021   150.098   160.237   217.257   301.147   498.94   802.812   825.078   854.647
56.2341	229.206	41.2867	1103.61	1309.31	147.946   173.714   192.511   203.494   213.275   351.787   812.744   842.102   863.884   899.137   921.809
100	241.015	42.1337	2863.47	3110.33	181.429   222.691   242.091   254.416   267.604   973.243   924.729   941.368   959.705   993.147   1018.19
